책A,책B,대분류A,대분류B,교차,엣지종류수,상호,순위강도합,IDF_A,IDF_B,보편도penalty,최종굵기,같은시리즈,ISBN_A,ISBN_B
사라진 것들 :앤드루 포터 소설,이처럼 사소한 것들 :클레어 키건 소설,문학,문학,False,1,False,0.6,1.0,0.334,0.334,0.2,False,9788954697354,9791130646381
에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,에그박사의 이건 누구 똥?!,자연과학,자연과학,False,1,False,0.2,1.0,1.0,1.0,0.2,False,9791164137800,9791168415454
정재승의 인간 탐구 보고서,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,기술과학,자연과학,True,1,False,0.2,1.0,1.0,1.0,0.2,False,9788950983499,9791171171019
"(1일 1페이지, 세상에서 가장 짧은) 교양 수업 365",지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,역사,총류,True,1,False,0.2,1.0,1.0,1.0,0.2,False,9791190305679,9791190313186
만화 한국 신화 :어린이를 위한 우리 인문학,(설민석의) 그리스 로마 신화 대모험,종교,종교,False,1,False,0.2,1.0,1.0,1.0,0.2,False,9791130696614,9791194616054
세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,페이크와 팩트 :왜 합리적 인류는 때때로 멍청해지는가,총류,철학,True,1,False,0.2,1.0,1.0,1.0,0.2,False,9791192953151,9791193591147
(김민형 교수의) 수학 추리 탐험대 :초등학생을 위한 이야기 수학,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,자연과학,자연과학,False,1,False,0.2,1.0,1.0,1.0,0.2,False,9791168342125,9791171171019
세금 내는 아이들,"왜 유명한 거야, 이 그림?",사회과학,예술,True,1,False,0.2,1.0,1.0,1.0,0.2,False,9788947547260,9791167550712
배짱으로 삽시다,나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공,철학,총류,True,1,False,0.2,1.0,1.0,1.0,0.2,False,9791185186054,9791189686826
공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,그 집 아들 독서법 :사교육 중심지 대치동에서 '독서'로 살아남은 브릭 독서의 비밀,총류,총류,False,1,False,0.2,1.0,1.0,1.0,0.2,False,9791196316808,9791196848101
(아이들도 잘 모르고 어른들은 더 모르는) 신기한 현상 사전,팩토피아 :꼬리에 꼬리를 무는 400가지 사실들,총류,총류,False,1,False,0.2,1.0,1.0,1.0,0.2,False,9788934951278,9791169254113
시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,"정영진의 시대유감 :나는 고발한다, 당신의 뻔한 생각을",사회과학,사회과학,False,1,False,0.2,1.0,1.0,1.0,0.2,False,9791170610359,9791171179565
타키포오 얼렁뚱땅 상식스쿨,타키포오 코믹 어드벤처,총류,문학,True,1,False,0.2,1.0,1.0,1.0,0.2,False,9791171241675,9791171249466
(타키·포오의) 이세계 여행사,타키포오 얼렁뚱땅 상식스쿨,문학,총류,True,1,False,0.2,1.0,1.0,1.0,0.2,False,9791170621270,9791171241675
초콜릿이 너무 비싸요! :초콜릿 불매 운동을 벌인 캐나다 어린이들,"왜 유명한 거야, 이 그림?",미상,예술,False,1,False,0.2,1.0,1.0,1.0,0.2,False,9791157822355,9791167550712
설민석의 세계사 대모험,(설민석의) 세계사 대모험,역사,역사,False,1,False,0.2,1.0,1.0,1.0,0.2,False,9791196893118,9791196893125
흔한남매 과학 탐험대,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,자연과학,자연과학,False,1,False,0.2,1.0,1.0,1.0,0.2,False,9788934980254,9791164137121
"생각의 탄생 :생각이 번쩍, 미래가 반짝!",팩토피아 :꼬리에 꼬리를 무는 400가지 사실들,총류,총류,False,1,False,0.2,1.0,1.0,1.0,0.2,False,9788950942762,9791169254069
팩토피아 :꼬리에 꼬리를 무는 400가지 사실들,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,총류,자연과학,True,1,False,0.2,1.0,1.0,1.0,0.2,False,9791169254069,9791171171019
단 한 번의 삶,나를 소모하지 않는 현명한 태도에 관하여,문학,철학,True,1,False,0.8,0.246,0.636,0.246,0.197,False,9791191114768,9791198682505
세이노의 가르침 :피보다 진하게 살아라,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",사회과학,예술,True,2,False,0.7,0.281,0.843,0.281,0.197,False,9791168473690,9791190382502
당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,단 한 번의 삶,기술과학,문학,True,1,False,0.8,0.843,0.246,0.246,0.197,False,9791140702589,9791191114768
이웃집 백만장자 변하지 않는 부의 법칙 :흔들리지 않는 부는 어떻게 축적되는가,세이노의 가르침 :피보다 진하게 살아라,사회과학,사회과학,False,1,False,0.7,1.0,0.281,0.281,0.197,False,9791162541197,9791168473690
세이노의 가르침 :피보다 진하게 살아라,나는 읽고 쓰고 버린다 :손웅정의 말,사회과학,예술,True,2,False,0.7,0.281,0.843,0.281,0.197,False,9791168473690,9791191859836
단 한 번의 삶,나는 읽고 쓰고 버린다 :손웅정의 말,문학,예술,True,1,False,0.8,0.246,0.843,0.246,0.197,False,9791191114768,9791191859836
단 한 번의 삶,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,문학,철학,True,1,False,0.8,0.246,0.751,0.246,0.197,False,9791191114768,9791192625553
단 한 번의 삶,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,문학,철학,True,1,False,0.8,0.246,0.29,0.246,0.197,False,9791191114768,9791192300818
시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,단 한 번의 삶,사회과학,문학,True,1,False,0.8,1.0,0.246,0.246,0.197,False,9791170610359,9791191114768
"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",혼모노 :성해나 소설집,역사,문학,True,1,False,0.5,1.0,0.387,0.387,0.194,False,9788934972464,9788936439743
혼모노 :성해나 소설집,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,문학,예술,True,1,False,0.5,0.387,1.0,0.387,0.194,False,9788936439743,9788968331862
작별하지 않는다 :한강 장편소설,이중 하나는 거짓말 :김애란 장편소설,문학,문학,False,1,False,0.6,0.322,0.479,0.322,0.193,False,9788954682152,9791141601300
여수의 사랑,작별하지 않는다 :한강 장편소설,미상,문학,False,1,False,0.6,0.843,0.322,0.322,0.193,False,9788932022802,9788954682152
아홉 살 마음 사전,흔한남매,철학,문학,True,1,False,0.4,1.0,0.479,0.479,0.192,False,9788936447014,9791168415232
흔한남매,축구 만화 도감 :재밌을 줄 알았는데 멋있어!,문학,예술,True,1,False,0.4,0.479,1.0,0.479,0.192,False,9791168415232,9791190007320
띵동! 당신의 눈물이 입금되었습니다 :최소망 장편소설,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,미상,문학,False,1,False,0.4,1.0,0.479,0.479,0.192,False,9791130699769,9791191891287
마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,(2500년 동안 사랑받은) 초역 부처의 말 :행복으로 가는 길은 없다 행복이 곧 길이다,철학,종교,True,1,False,0.3,0.751,0.636,0.636,0.191,False,9791192300245,9791193506516
세븐 테크 =3년 후 당신의 미래를 바꿀 7가지 기술 /Seven tech,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,사회과학,사회과학,False,1,False,0.3,1.0,0.636,0.636,0.191,False,9788901255712,9791198013026
(아이들도 잘 모르고 어른들은 더 모르는) 신기한 현상 사전,흔한남매 이상한 나라의 고전 읽기,총류,문학,True,1,False,0.3,1.0,0.636,0.636,0.191,False,9788934951278,9791168415034
5초의 법칙 :당신을 시작하게 만드는 빠른 결정의 힘,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,사회과학,철학,True,1,False,0.3,1.0,0.636,0.636,0.191,False,9791157842049,9791162540640
아주 세속적인 지혜 :400년 동안 사랑받은 인생의 고전,나를 소모하지 않는 현명한 태도에 관하여,철학,철학,False,1,False,0.3,1.0,0.636,0.636,0.191,False,9791169850179,9791198682505
불안 세대 :디지털 세계는 우리 아이들을 어떻게 병들게 하는가,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",사회과학,철학,True,1,False,0.8,1.0,0.238,0.238,0.19,False,9788901285894,9791167740984
안녕이라 그랬어 :김애란 소설,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",문학,철학,True,1,False,0.8,0.346,0.238,0.238,0.19,False,9791141602376,9791167740984
"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법","물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",철학,자연과학,True,1,False,0.8,0.238,0.529,0.238,0.19,False,9791167740984,9791189327156
"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,철학,철학,False,2,False,0.8,0.238,0.843,0.238,0.19,False,9791167740984,9791169850445
"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법","(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",철학,역사,True,2,False,0.8,0.238,1.0,0.238,0.19,False,9791167740984,9791193128428
아버지의 해방일지 :정지아 장편소설,"어서오세요, 휴남동 서점입니다 :황보름 장편소설",문학,문학,False,2,False,0.8,0.23,0.595,0.23,0.184,False,9788936438838,9791197377143
아버지의 해방일지 :정지아 장편소설,이중 하나는 거짓말 :김애란 장편소설,문학,문학,False,1,False,0.8,0.23,0.479,0.23,0.184,False,9788936438838,9791141601300
아버지의 해방일지 :정지아 장편소설,나의 아름다운 날들 :정지아 소설,문학,문학,False,1,False,0.8,0.23,1.0,0.23,0.184,False,9788936438838,9791167372703
아버지의 해방일지 :정지아 장편소설,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,문학,예술,True,2,False,0.8,0.23,0.843,0.23,0.184,False,9788936438838,9791130648385
아버지의 해방일지 :정지아 장편소설,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,문학,기술과학,True,2,False,0.8,0.23,0.751,0.23,0.184,False,9788936438838,9791198752406
아버지의 해방일지 :정지아 장편소설,세이노의 가르침 :피보다 진하게 살아라,문학,사회과학,True,2,False,0.8,0.23,0.281,0.23,0.184,False,9788936438838,9791168473690
원씽 :복잡한 세상을 이기는 단순함의 힘,돈의 심리학 :당신은 왜 부자가 되지 못했는가,사회과학,사회과학,False,1,False,0.4,0.457,0.595,0.457,0.183,False,9788997575169,9791191056372
흔한남매,백앤아 :교양이 층층 쌓이는 점프 맵,문학,총류,True,1,False,0.4,0.457,1.0,0.457,0.183,False,9791168411685,9791192504230
도파민네이션 :쾌락 과잉 시대에서 균형 찾기,원씽 :복잡한 세상을 이기는 단순함의 힘,철학,사회과학,True,1,False,0.4,1.0,0.457,0.457,0.183,False,9788965965046,9788997575169
불편한 편의점 :김호연 장편소설,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",문학,예술,True,1,False,0.9,0.202,0.843,0.202,0.182,False,9791161571188,9791190382502
불편한 편의점 :김호연 장편소설,공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,문학,총류,True,2,False,0.9,0.202,1.0,0.202,0.182,False,9791161571188,9791196316808
방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,불편한 편의점 :김호연 장편소설,예술,문학,True,1,False,0.9,1.0,0.202,0.202,0.182,False,9788968331862,9791161571188
흔한남매,축구 만화 도감 :재밌을 줄 알았는데 멋있어!,문학,예술,True,1,False,0.3,0.595,1.0,0.595,0.178,False,9791168418844,9791190007320
도파민네이션 :쾌락 과잉 시대에서 균형 찾기,돈의 심리학 :당신은 왜 부자가 되지 못했는가,철학,사회과학,True,1,False,0.3,1.0,0.595,0.595,0.178,False,9788965965046,9791191056372
흔한남매,(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험,문학,기술과학,True,1,False,0.3,0.595,1.0,0.595,0.178,False,9791168418844,9791189938352
"부의 심리학 :돈, 관계, 인생을 컨트롤하는 힘",돈의 심리학 :당신은 왜 부자가 되지 못했는가,사회과학,사회과학,False,1,False,0.3,1.0,0.595,0.595,0.178,False,9791189279912,9791191056372
아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,철학,사회과학,True,1,False,0.4,0.636,0.438,0.438,0.175,False,9791162540640,9791198517425
역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,"미치지 않고서야 :일본 천재 편집자가 들려주는 새로운 시대, 일하기 혁명",사회과학,총류,True,1,False,0.4,0.438,1.0,0.438,0.175,False,9788901260716,9788950981839
소년이 온다 :한강 장편소설,지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,문학,총류,True,1,False,0.4,0.438,1.0,0.438,0.175,False,9788936434120,9791190313186
여수의 사랑,소년이 온다 :한강 장편소설,미상,문학,False,1,False,0.4,0.843,0.438,0.438,0.175,False,9788932022802,9788936434120
일류의 조건,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,사회과학,사회과학,False,1,False,0.4,0.843,0.438,0.438,0.175,False,9791193262122,9791198517425
소년이 온다 :한강 장편소설,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,문학,자연과학,True,1,False,0.4,0.438,1.0,0.438,0.175,False,9788936434120,9791192836188
쇼펜하우어의 인생 수업 :살아갈 힘을 주는 쇼펜하우어 아포리즘,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,철학,철학,False,1,False,0.6,1.0,0.29,0.29,0.174,False,9791160024166,9791192300818
만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,철학,철학,False,2,False,0.6,0.686,0.29,0.29,0.174,False,9791190538510,9791192300818
안녕이라 그랬어 :김애란 소설,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,문학,철학,True,1,False,0.6,0.346,0.29,0.29,0.174,False,9791141602376,9791192300818
퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,고전이 답했다 :마땅히 살아야 할 삶에 대하여,사회과학,철학,True,1,False,0.5,0.346,0.503,0.346,0.173,False,9791192389325,9791193939130
시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,1,False,0.5,1.0,0.346,0.346,0.173,False,9791170610359,9791192389325
최고의 변화는 어떻게 만들어지는가 :쉽고 단순하게 나를 바꾸는 사람들의 비밀,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,1,False,0.5,1.0,0.346,0.346,0.173,False,9791162542200,9791192389325
단 한 번의 삶,(5천년 역사가 단숨에 이해되는) 최소한의 한국사,문학,역사,True,1,False,0.7,0.246,1.0,0.246,0.172,False,9791191114768,9791198243430
단 한 번의 삶,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,문학,자연과학,True,1,False,0.7,0.246,1.0,0.246,0.172,False,9791191114768,9791192836188
